,title,owner,location,create_time,readers_count,likes_count,article_url,hour,recall
169,"朋友们，我们的共创手册已经出来了！

很开心昨天刚分享完【AI赛博项目】的玩法，今天就已经有小伙伴给我报喜说开始有私信单了

正好我们的AI赛博共创手册也把基础搭建好了

共创手册的目的：一起打造一个AI赛博项目的白皮书，互帮互助，真诚利他

文档开启了公开的编辑功能，每个人都可以参与进来共创，回答自己擅长的那部分问题，给他人带来帮助

学习部分分为五个板块：资料、视频教程、网盘链接、路线图、好事分享

问题部分分为六个板块：账号、出图、内容、引流、变现、SD

一起AI创富！！！

<e type=""web"" href=""https%3A%2F%2Fry5hwpuf7b.feishu.cn%2Fdocx%2FDaS4dGu5novJxNxmQvdcwli6nrh"" title=""https%3A%2F%2Fry5hwpuf7b.feishu.cn%2Fdocx%2FDaS4dGu5novJxNxm..."" />",吴东子,福建,2023-07-04T15:55:48.279+0800,5968,142,,15,0
170,"优质贴合集更新：<e type=""web"" href=""https%3A%2F%2Fd16rg8unadx.feishu.cn%2Fdocx%2FFVzcd4TcaodEsuxj0LmcBiAmnub"" title=""https%3A%2F%2Fd16rg8unadx.feishu.cn%2Fdocx%2FFVzcd4TcaodEsux..."" />

随着破局俱乐部的价值被越来越多人看见，越来越多的人加入，我欣喜之余也看到了最直接的反馈，比如我们星球上的内容越来越多，并且质量还不错。只是，当我每看着眼前这么多硬核的内容时我就常想：“好内容如果没有让更多人看到，那不就是赤裸裸浪费。”价值可抵黄金万两。

毕竟，我们星球的内容分享者，其中不乏有星球里的重磅嘉宾、初入行业的小白、进阶型专家等，他们都是领域内来自一线实战派的高手，而且是在AI领域真正赚到钱的高手。并且还将自己的赚钱项目用拆解的思路做了实操分享，而且是没有保留的真诚分享出来！就好比是把自己的看家本领献出来。

看到这也许你会问，人家为什么要在你这里做无保留的分享？我想说的是，只因为我也足够利他。利他这种东西其实是相互的，你1分，我可以还你10分。很简单，没有别的其他原因。

所以，为了帮助大家更好地、更快地阅读星球里优质内容，我对历史以来的精华文章和中报帖做了下汇总和简化。将所有精华主题整理成了表格清单形式（持续更新中）分享给大家，方便你阅读学习，也希望你真正学有所获。

同时，也希望你在阅读的过程中可以：

1.保持平视，不管再厉害的大佬还是再初级的小白，我们都是普通人，平视就好；

2.看之前先感知，慢慢看，慢慢消化很重要；

3.要行动，不要感慨。如果不知道从哪下手，那不妨一边看，一边选择一个方向执行；

最后，说太多、看太多，都不如下场实操来的实在。尤其是，当自己不知道做什么的时候，就先挑两篇精华内容，让自己先涨见识，再落实行动。

相信只要是正确的坚持，你就一定会在破局收获到第一笔财富。

未来，一起AI创富！",findyi,北京,2023-07-04T01:03:51.363+0800,11629,259,,1,0
171,百家号赚了 649.45 元！,闫小林,河南,2023-07-03T23:52:28.101+0800,6164,150,https://articles.zsxq.com/inline_form/id_i12o5xcvhsgz.html,23,0
172,"《AI赛博机车图项目，1个极早期的机会，集“流量、需求、变现”于一体的异常值分享》

大家好，我是吴东子

刚给大家直播完快闪分享，感受到大家的热情，特别开心

真的特别感谢洋哥给了我非常大的肯定与支持，也给这次快闪分享提供了特别大的帮助

再感谢破局俱乐部这个平台把我们大家链接到了一起，一起AI破局！

以下是【AI赛博机车图项目】的拆解，以及教程资料，都是全部公开给大家的

正文分为四部分：
一.AI赛博机车图的异常值
二.变现方式、量级、周期
三.其他变现空间——AI赛博x万物
四.项目可行性以及适合人群
五.SD制作赛博图教程

为了更好的阅读体验，大家可以移步至飞书观看
<e type=""web"" href=""https%3A%2F%2Fry5hwpuf7b.feishu.cn%2Fdocx%2FWZxLdRYwZoX7kpxtH7qcCmMFnne"" title=""https%3A%2F%2Fry5hwpuf7b.feishu.cn%2Fdocx%2FWZxLdRYwZoX7kpxt..."" />",吴东子,福建,2023-07-03T21:19:48.380+0800,6711,341,,21,0
173,"东子的AI赛博朋克赚钱商机快闪分享已经结束，没抢到名额的筒子也不会急，我会让东子把教程发到星球上来。

这波分享大家好评如潮，点赞直接过万，泰酷辣！

再说个超级重磅的消息，我决定成立一个AI前卫搞钱群，会定期找AI领域的大佬在群里做分享。

要想加入这个群很简单，7.4-7.5号这两天大家在AI风向标里发布最少5条AI搞钱的方法。

要找AI搞钱的信息其实很简单：去抖音、知乎、b站、即刻、公众号等各大平台搜索chatgpt/mj/sd，就能找到各种赚钱方法，几张有启发的图配一句话即可。

进了这个群，以后类似今天东子这种超级精彩的分享，都可以安排参加名额，更别提每天这个群里大家的相互分享了。

另外想长期留在这个群必须每周分享2条AI赚钱的方法，否则会被报出。

利他才能利己，筒子们，冲吧！

7.6号上午，管理会统计AI风向标里面的发帖情况，超过5个的会私聊拉你进群。",findyi,北京,2023-07-03T21:18:15.842+0800,6205,137,,21,0
174,AI绘图小红书一个未经发掘且前景可期的方向：星座,卡尔,山东,2023-07-03T12:08:39.041+0800,5908,106,https://articles.zsxq.com/inline_form/id_tpivhjvibmww.html,12,0
175,"对AI领域近期的一些思考：

1.AI已经在冰山之下开始改变整个社会

目前我身边好几个传统互联网的大佬朋友开始拿到应用测的巨额融资，有AI安全、AI电商、AI教育、AI宠物、AI金融。

按这个思路还会有：AI法律、AI医疗等等，任何一个细分领域都有可能被AI重做一遍。

现在我们还没看到是因为很多公司刚拿到融资，研发推广都需要时间。

2.C端切绘图类机会多

MJ类的监管弱很多，不会像GPT一样被一刀切，比如星球会员灵创ceo做的产品月活很高了。

3.套壳类不深入行业只能赚快钱

国产大模型再有半年基本差不多了，另外不排除gpt xxx化。

4.AI工具必须深入使用才有效应

别以为打开界面聊几句就会用AI工具了，提示词、提示词思维都有极高门槛。甚至你会用就可能能自己做一个应用，因为这才是AI的精髓。

5.AIP是普通人未来1-2年最大副业机会

这点不解释，星球好些人已经在这波成长为KOL了。但要快，一旦风口期结束，大IP恐怕都难以再出现，全网内容面临被AIP挤压。

6.AI创业或AIP都符合超级个体的特点

几个人就可以融资千万、一个人就可以迅速起号增长跑通，这真是AI时代的魅力。

附图是一个融资案例。",findyi,北京,2023-07-02T23:49:09.966+0800,7346,163,,23,1
176,"AI绘画宠物赛道跑通mvp，收入400，赚够认知，无保留项目全流程复盘分享！

大家好，我是sky陈天，AI破局初创合伙人，995打工人，主业在大数据独角兽企业做产品运营，5月开始下班后所有时间all in AI，正在努力成为一个AI转型顾问。

不知道端午节大火🔥的端午猫咪赛龙舟大家有没有见过，其实就是我做的号[呲牙]

AI+宠物赛道我入局一个月，已经跑通了MVP闭环，我认为这是一个非常具备潜力的赛道，我看了之前的分享比较少这块的内容，我的分享也可以作为一个补充。

文章最后，我会分享一些新的AI绘画思路，因为自己实在没有那么多时间实操验证，希望找到更多小伙伴一起抱团前进！

全文跳转至飞书：<e type=""web"" href=""https%3A%2F%2Fuyna8i1s6g.feishu.cn%2Fdocx%2FZbCcdmf8PoDMvAxbmhQczq83niY"" title=""https%3A%2F%2Fuyna8i1s6g.feishu.cn%2Fdocx%2FZbCcdmf8PoDMvAxb..."" />

最近也看到有好多小伙伴，刚起号2、3天，就拿到成果了的！真的是太棒了！

但可能更多的人还在路上坚持。

所以我今天的分享，并不是我在多短的时间内产出了多大的成果，是我坚持了一个月，终于有点小成果，也有一些踩坑的经验和心得。

希望能够给仍然在路上坚持且还没有拿到成果的小伙伴，一些启发和信心！",sky陈天,江苏,2023-07-02T22:06:09.916+0800,7116,227,,22,0
177,"《AI绘画结合chatgpt 把Ai绘画与摄影玩明白!》
大家好 我是阿泰 1期Ai绘画航海学员
今天给大家分享一下我的学习成果
我的学习主要通过星球的航海手册和之前整理的一些资料
这次主要学习的是midjourney和摄影的关系 参考的是航海手册里的摄影部分

同时我自己也结合了chatgpt 利用gpt进行分析和总结知识
之前我对绘画和摄影是一点都不感兴趣 现在有了ai 能够让我同时学习到绘画和摄影相关知识 也是非常有趣
ai时代 用ai学习 用ai玩ai 成为超级个体！
希望通过我的分享对大家有用 一起学习！
分享文章较长 移步至飞书阅读
<e type=""web"" href=""https%3A%2F%2Fafvaywpgyr.feishu.cn%2Fdocx%2FZNcHdfCtLo3etPxaCZicKUlQnch"" title=""https%3A%2F%2Fafvaywpgyr.feishu.cn%2Fdocx%2FZNcHdfCtLo3etPxa..."" />",阿泰,广东,2023-07-02T00:48:21.656+0800,6523,90,,0,0
178,"大家好，我是本期 AI自媒体航海的教练，一颗AI之心的持有者碳十二。

前几天，我在航海中进行了分享，标题为《打造个人 IP，一场能受益终身的精神长跑》。

这次分享备受船友的好评，一晚上收到了30+专属红包的鼓舞，今天整理成文稿，希望能让所有人受益。

再次感谢AI破局官方和智程的付出。

详情请移步飞书：<e type=""web"" href=""https%3A%2F%2Fti8wm8782pv.feishu.cn%2Fdocx%2FNvCcdVMkToxEDwxzUVCc4se4nng"" title=""https%3A%2F%2Fti8wm8782pv.feishu.cn%2Fdocx%2FNvCcdVMkToxEDwx..."" />",碳十二,北京,2023-07-01T16:33:30.638+0800,6557,121,,16,0
179,"大家好，我是鱼皮，因为是程序员出身，平时会把比较多的时间放在【AI + 编程】的实践上。前段时间也直播带自己编程导航的朋友们手把手开发了一个 📈 智能数据分析项目，基于 React + Spring Boot + MQ + AIGC 实现。

区别于传统数据分析平台，用户只需要导入原始数据，输入分析目标（比如帮我分析一下网站的增长趋势），就能利用 AI 自动生成可视化图表和分析结论。是个有趣又实用的小项目~

作为破局俱乐部的合伙人，应洋哥邀请，决定给咱们俱乐部的同学【免费发放全套视频教程】（对外单价 199），不知道有多少学编程的同学能看懂，反正感兴趣的话大家可以学习下，但是请不要再对外传播了哈~

教程在阿里云盘：<e type=""web"" href=""https%3A%2F%2Fwww.aliyundrive.com%2Fs%2FuUutgMMMBoN"" title=""%E9%98%BF%E9%87%8C%E4%BA%91%E7%9B%98%E5%88%86%E4%BA%AB"" />
提取码: sc59

后面还会给大家分享更多 AI + 编程的玩法和实践。期待的话请多多为我点赞吧 🌹

<e type=""hashtag"" hid=""28885111111811"" title=""%23%E5%86%85%E5%AE%B9%E5%88%86%E4%BA%AB%23"" /> <e type=""hashtag"" hid=""28885111111551"" title=""%23%E5%BC%80%E5%8F%91%E4%BA%A4%E6%B5%81%23"" />",鱼皮,上海,2023-07-01T15:20:44.400+0800,8183,319,,15,0
180,"“试水AI+编程接单，第一天我就赚了220元”

首先感谢星友@Xu·东伟指引和星友@张都督的鼓励、感谢每一位星友无私的分享。

曾经尝试过星友分享的AI+写作接单方法，但结果并不理想，不是单价过低，就是抢单不易。然而，看到星友@张都督两天赚了300元，心中不甘示弱。遂遵循相同思路，在淘宝搜索“程序代写”，加入了一个群。没想到，我第一天尝试就赚到了220元！

拿到结果后我就赶紧连夜加班加点，本着“无私奉献”的精神，肝出了这篇文章。
我知道我们星球上有很多编程大佬，如果AI+写作
接单不能如你的意，不妨来试试这个玩法。

下面我将向大家详细拆解这个玩法，详细到：“如何与客服沟通”、“如何提高接单效率”、“接什么样的单”、”以及一个不懂代码也能干的玩法“，可以说是保姆级教程了！

详情请移步到飞书：
<e type=""web"" href=""https%3A%2F%2Fzi6nfl20s5u.feishu.cn%2Fdocx%2FGVxCdtEdyoQ1hcxL0ygcYBHhnOb%3Ffrom%3Dfrom_copylink"" title=""https%3A%2F%2Fzi6nfl20s5u.feishu.cn%2Fdocx%2FGVxCdtEdyoQ1hcx..."" />
<e type=""hashtag"" hid=""51112888888114"" title=""%23%E5%89%AF%E4%B8%9A%E5%8F%98%E7%8E%B0%23"" /> #内容分享#",夙愿,江苏,2023-07-01T10:49:28.145+0800,6725,160,,10,0
181,"本周起了一个新号，测试AI头像定制，3天跑通了变现小闭环。7个粉丝开了首单，2天变现180元。分享一下全过程。

主要内容有：
1、Midjourney的出图步骤
2、小红书起号、变现全记录
3、问题和机会

具体内容移步飞书<e type=""web"" href=""https%3A%2F%2Fyydmprjo4v.feishu.cn%2Fdocx%2FFRvqdIGqHoUOGKx5MUFcx7XJnDg"" title=""https%3A%2F%2Fyydmprjo4v.feishu.cn%2Fdocx%2FFRvqdIGqHoUOGKx5..."" />",大东Joe,浙江,2023-07-01T10:22:54.065+0800,6055,116,,10,0
182,小红书新起号，3条视频点赞11000，涨粉1500，我是如何做到的？,李精进聊AI,北京,2023-07-01T00:21:19.597+0800,5055,159,https://articles.zsxq.com/inline_form/id_k77z3lllpjd7.html,0,0
183,"爆肝两天，探索AI辅助写作，收入破300！—— 实践出真知

大家好，我是都督

今天，我要给大家分享一最近的经历：爆肝两天，探索AI辅助写作，并且成功赚到302.5元！“实践是检验真理的唯一标准”，这是我最喜欢的一句名言，也是我这次航海冒险的座右铭。

我将无偿奉献，全过程毫无保留地分享给大家。最近，星球里的星友们需要我出教程，那今天这不，我就来了！哦，对了，这是我第一次写飞书，写得不好请谅解，哈哈！此外，受到一位星友（Xu·东伟）的启发，促使我按图索骥，开始探索。咱们星球犹如一个宝藏库，满满的实践案例等着我们去挖掘，大家一起扬帆起航吧！现在，请跟我一起踏上这段令人兴奋的探索之旅！
详情请移步飞书：<e type=""web"" href=""https%3A%2F%2Ft4plzmhc07.feishu.cn%2Fdocx%2FANxSd9YuooALoPxTB8DcwDQOnke"" title=""https%3A%2F%2Ft4plzmhc07.feishu.cn%2Fdocx%2FANxSd9YuooALoPxT..."" />",张都督,江苏,2023-06-30T15:29:51.925+0800,6537,156,,15,0
184,爆肝2天，搜集各种好看图片的Prompt，无垫图版本（包括一些小红书爆款头像）,景淮,加拿大,2023-06-30T03:40:28.547+0800,7008,292,https://articles.zsxq.com/inline_form/id_o1xklf7z0m8u.html,3,1
185,吃透红利！AI绘画赚钱指南引流变现全案（保姆级教程）,老旺,浙江,2023-06-28T14:20:36.689+0800,6231,263,https://articles.zsxq.com/inline_form/id_bpkuea6ww95g.html,14,0
186,"10秒钟即可做出一个故事绘本的神奇插件

真的是热爱可抵岁月艰难，昨晚刷微信视频，发现了一款神奇的插件，趁孩子睡后，赶紧学习怎么使用，连夜写飞书。这么多年，才发现自己居然可以这么有激情，当年高中若是能有这动力，估计清华北大还是可以想一想的。

废话不多说，这个插件就是Stories，配合GPT使用，4.0版本Plus，就可以10秒中出一个孩子的故事绘本了。

我搜索了一下微信，没有发现关于这个插件的使用文章，应该算是比较新的应用吧，有新鲜感，这个发到一些平台，做引流什么的，是不是有效果呢，期待大家去验证

已经熟练使用各种插件的小伙伴，可以直接搜索应用了。

具体步骤请移步飞书<e type=""web"" href=""https%3A%2F%2Flaqomfhmseb.feishu.cn%2Fdocx%2FZM5GdMihMoCMXYxNnhgccjDFnnb%3Ffrom%3Dfrom_copylink"" title=""https%3A%2F%2Flaqomfhmseb.feishu.cn%2Fdocx%2FZM5GdMihMoCMXYx..."" />",南山月,广西,2023-06-28T08:40:02.481+0800,7336,174,,8,0
187,"大家好，我是百钞。专注于研究 视频号、AI相关的副业小项目。也报名了这期的大航海。刚好近期做了一个小项目《图片会说话短视频项目》，从21号开始做，第3天就变现299，目前涨粉速度飞快，后期有很大变现空间

熬夜爆肝写出来的，在咱们星球分享一波，希望能给到各位航海小伙伴一些新思路。如果你觉得好，可以给我点点赞呀。

具体的可见飞书文档：<e type=""web"" href=""https%3A%2F%2Fc33xg0q9fd.feishu.cn%2Fdocx%2FBSW7db9F8oZoWZxTTmwcwKx9nHd"" title=""https%3A%2F%2Fc33xg0q9fd.feishu.cn%2Fdocx%2FBSW7db9F8oZoWZxT..."" />",百钞,福建,2023-06-28T05:30:15.780+0800,7366,191,,5,0
188,"小红书近 7000 粉丝心得 | AI 辅助生产笔记心得

大家好，我是小林，第一颗 AI 之心持有者，这篇文章我前天写的被删了，今天又被删了，文章我反复检查了好几遍，没发现敏感内容，不得已用飞书。

给圈友造成阅读不便了，多多包涵，前天连备份都没有，[流泪]

由于公众号增长遇到了瓶颈，我尝试了很多外部引流渠道，其中视频号效果最佳，其次就是小红书了，是不是很难想象，我一个搞编程的，却在小红书引流。

很多人可能下意识的以为，小红书只有美妆，哪有编程什么事。实际却非如此，小红书的月活已经达到 1.6 亿，用户群体非常大，编程这个细分领域当下真的非常好，几乎没有什么竞争。

小林在小红书有近 50 万阅读，每个月都能有几万的阅读，通过小红书引流公众号和微信上千人。不仅如此，当下还积累了6819 粉丝、每周主页访客都能几百人，流量非常精准。

阅读地址：<e type=""web"" href=""https%3A%2F%2Fdrwnsc5veu.feishu.cn%2Fdocx%2FFNJAdsL4YoWNptxM6Szc08VQnOc"" title=""https%3A%2F%2Fdrwnsc5veu.feishu.cn%2Fdocx%2FFNJAdsL4YoWNptxM..."" />",闫小林,河南,2023-06-28T00:14:53.317+0800,6750,152,,0,0
189,"【纯小白必看】ChatGPT使用技巧 - 无限摇人法 + 无限追问法

大家好，我是碳十二，目前B站47万粉丝自媒体博主，累计播放量3300万，变现六位数。

很荣幸受到AI破局俱乐部官方的认可，担任本次AI+自媒体的教练。想想加入俱乐部有一段时间，还没有来得及产出任何的干货。赶快花了些时间认真写了一篇纯小白使用ChatGPT方法的文档。

这个方法一定不是效率最优的，但一定可以让大家从零开始领略到AI魅力和入门的方法。感谢刚刚提示权限问题的朋友。

详情请移步飞书：<e type=""web"" href=""https%3A%2F%2Fti8wm8782pv.feishu.cn%2Fdocx%2FS0acdeaqFofm1jxtLjecCCednQd"" title=""https%3A%2F%2Fti8wm8782pv.feishu.cn%2Fdocx%2FS0acdeaqFofm1jx..."" />",碳十二,北京,2023-06-27T14:48:07.098+0800,7226,155,,14,0
190,"我来兑现团队给大家的承诺了，第一期航海报名结束后，有很多圈友都很着急，怕被落下，所以我们团队一致决定这次的航海手册面向星球内的所有会员开放，让大家都能学到更多的知识，我分别把两个项目的航海手册放在下方，大家可自行领取和学习：

AI绘画变现航海手册：<e type=""web"" href=""https%3A%2F%2Fd16rg8unadx.feishu.cn%2Fwiki%2FSNExw8coXiTPe7kRlCucKclMnWu"" title=""https%3A%2F%2Fd16rg8unadx.feishu.cn%2Fwiki%2FSNExw8coXiTPe7k..."" />

ChatGPT+自媒体变现航海手册：<e type=""web"" href=""https%3A%2F%2Fd16rg8unadx.feishu.cn%2Fwiki%2FETC1wu94RiBa1QkrbUPcPzYdnla"" title=""https%3A%2F%2Fd16rg8unadx.feishu.cn%2Fwiki%2FETC1wu94RiBa1Qk..."" />

当然还是有教练有志愿者的AI航海更能起到提升作用，下一期AI航海也不远了，大家尽请期待。",findyi,北京,2023-06-26T22:36:14.812+0800,8485,471,,22,0
191,我是如何利用知乎给公众号涨粉 20 万的,吴师兄学算法,广东,2023-06-26T11:18:58.097+0800,7902,242,https://articles.zsxq.com/inline_form/id_1pgwku87wr5a.html,11,0
192,实战: 带插图的小故事,小潘,广东,2023-06-26T07:15:00.000+0800,8359,224,https://articles.zsxq.com/inline_form/id_swiq79gwro8w.html,7,0
193,普通人如用利用AI打造自己的超级个体1.0,段老湿,天津,2023-06-25T22:29:33.772+0800,7202,206,https://articles.zsxq.com/inline_form/id_ahnvxp62oe1x.html,22,0
194,"分享一个赚爆的AI工具：就这两天高考结束了，一下子冒出来很多AI志愿助手。

今天跟一个大佬聊，他做了个AI报考工具赚了不少钱。

AI创业的机会正在爆炸式增长，今天给志愿者福利直播的时候，有一个志愿者问了一个问题：怎么判断哪些领域有AI的机会？

我给了两个判断标准：

1.知识型重劳动力岗位

这些岗位都有AI工具创业的机会。

比如客服岗、设计岗、轻咨询岗。再看看这个高考AI工具，它的本质也是轻咨询岗。这种天然是AI工具的机会。

2.规范流程型软件

比如数据库这种软件，最近我知道了好几款AI数据库，能智能实现增删改查等功能。

大家带着这个逻辑去看待身边的软件，或许能提前发现商机。",findyi,北京,2023-06-25T22:15:16.816+0800,7783,147,,22,0
195,"大家好，我是 Richard ，9 年传统设备制造业从业者，目前正在公司内展开 AIGC 应用落地项目。

今天小 R 要分享的，是**很干很干的干货**，即小 R 在公司中实际的项目规划，以及启动和培训阶段的实操分享。一方面为类似小 R 这样，处于企业中，计划用 AIGC 工具优化企业的星友，提供一套项目落地参考，另一方面，也可以给正在做或者准备做中小企业应用服务这一创业路线的星友，作为一些参考，积累一些素材。

另外，小 R 已经与强总敲定了 ZelinAI 合作合同，本周公司内就会开始使用 ZelinAI 为同事们赋能。小 R 作为项目主导人，将会让参加了一阶段培训的几个核心部门，边培训边使用，将参加了培训的同事都转化为“小老师”，实现 AI 赋能在他们部门的快速落地。并且，小 R 也会做好调研，收集同事们使用后的反馈和具体的数据，给大家带来更多的后续阶段的内容。

最后，希望这篇分享文章，对各位星友们能够有所帮助，大家一起扬帆——起航！

全文很长，请大家移步飞书文档📄：[<e type=""web"" href=""https%3A%2F%2Fs31j4lnt6z.feishu.cn%2Fdocx%2FImkJdQskoomAQkxs7SZcH1FUnEh"" title=""https%3A%2F%2Fs31j4lnt6z.feishu.cn%2Fdocx%2FImkJdQskoomAQkxs..."" />]",Richard,广东,2023-06-25T15:39:22.208+0800,7342,102,,15,0
196,"我在今日头条，用AI写稿变现，3分钟出一篇，收益1,195.26元，分享方法

情感类文章是自媒体领域流量很高的一种文体。
也是新人写作者最容易上手、最多人选择的的一种文体。

情感文想要获得10w加的方法是：
故事真实、感情真挚，能够引发广大读者的同理心，也就是所谓的共鸣，戳中大家心中最柔软的地方。
情

头条是情感文最集中的地方，几乎没有之一。
因为这里大部分都是初级创作者，所以平台也给情感文的作者，提供了很好的土壤，不管是从流量还是收益上，都有扶持。（我们团队做过大量的测试，在头条情感文的流量和收益，都是其他平台里最高的。）
但是，对于新手创作者来说，写这类文章的难度却不小。
主要有两点：
1. 故事素材获取难度大，要么找不到故事，要么故事不够吸引人
2. 感情抒发把握不好分寸，要么容易些的矫情、要么就是限于自我感动
从这两个难点出发，今天我来教给大家一套用AI写情感文的方法，3分钟就能写出一篇。
且故事真实，感情真挚。
流量10w加，收益还不错。

先看我写的一篇稿子，这是我用一个热点事件作为故事素材，写的情感文。
展现量137.8w，阅读量20w，收益1,195.26元。

写这篇文章总共分三步，我一步一步带着大家演示：
第一步：找故事
大家可以打开头条热点+热榜，或者是情感专区，寻找到一个情感类的爆款故事。

我找到的就是《橙加柠：下辈子不来了，引来200万网友，破防！》这个故事。
当时这个话题流量很大，有很多文章都破了百万阅读。
所以，我就选择了这个热点作为文章的核心。

选择爆款故事是情感文的核心，情感文不只是抒发情感这么简单。
也要做到有理有据。
理就是情感抒发
据就是爆款故事
这两者缺一不可。
很多新人写作者一味的抒发情感，把文章写成了鸡汤，这样做是不行的。
我再次强调，情感文的核心，是选择爆款的故事案例。

第二步：给ChatGPT投喂提示词
接下来就很简答了，大家根据我写的提示词，投喂给ChatGPT就可以了。
操作步骤见下图。
提式：我使用的是ChatGPT4联网版，可以从互联网上直接搜索相关内容
只要提示词正确，ChatGPT4联网版输出的内容，几乎不用修改，直接就能用
（关于ChatGPT4联网版的具体提式词攻略，大家可以私信我）


第三步：配图
情感文的另一个核心，就是图片。
很多同学不喜欢给文章配图，或者是随便配一些图。
这是不对的。
是会大大降低文章的阅读量的。
我这里配图的方法，是找到这个热点故事的视频版，然后从留言截取爆款留言的图。
这个方法大家可以借用，非常好用。
这样配的图片足够真实，足够能引起大家的共鸣。
条
还有一个方法，就是去寻找同类文章里的图片，直接挪用。
但这样容易被原稿作者投诉，大家使用的时候，一定要标明出处。

好了，三个步骤，加起来不到三分钟，一篇情感文就写完了。
发出去之后，一夜之间，数据就跑到了10w+，收益也有1000多。

在我使用AI写作的这段时间，这类文章，我们在各个账号上写出了至少20篇。
累计收益已经超过1万元。

我们的目标很简单，我们想要证明，AI写作不只能写邮件，写什么旅行攻略，还能直接创造价值，直接给大家带来收益。
尤其是对新入行自媒体写作的同学。
AI绝对是一个写作变现的利器。
AI的世界很大，技术很多，你用不着全都学会，只要把AI写作这件事儿彻底搞明白，你就能超越80%的学作者。

很多搞内容的朋友，都还在犹豫要不要加入AI的大浪潮。
听我的，我以13年的写作经验向你保证：这一次，绝对是写作的工业革命，是一次从蒸汽时代到电器时代的跨越。
不！或许是从蒸汽时代，直接进入了互联网时代的跨越。
我已经看到有非常多的同行亮出自己的口号，未来10年，讲all in在AI这个赛道，我感到欣慰的同时，也深深的感受到：
时代的微风，第一次吹拂在了我们内容创作者的脸上，而我们，不知不觉已经站在了第一排。
未来一定是AI的时代，AI也一定会从各个角度为你和你的事业带来巨大的价值，提前入局，提前布局，比同行更早的抢占赛道，就可以摆脱未来陷入更深的内卷，让自己具有核心竞争优势。",贺翔,四川,2023-06-21T09:26:37.067+0800,9456,348,,9,1
197,"《耗时7天，终于把15种ControlNet模型搞明白了！》

各位好，我是吴东子

这篇文章是SD三部曲的第三篇——「ControlNet的终极攻略」

前面我们说到如果想真正把SD应用起来，最重要的两个功能是：Lora和ControlNet

Lora负责把想要画面的“主体”或“场景”炼制成模型
ControlNet负责更好地“控制”这个“模型”或画面

Lora教程之前已经出了，感兴趣的朋友可以去翻看
ControlNet一共有15种模型，每种模型对应不同的采集方式，再对应不同的应用场景，每种应用场景又有不同的变现空间

我花了一周时间彻底把15种模型研究了一遍，跑了一次全流程，终于写完了本文

文章包含了ControlNet的功能介绍，安装方法，模型采集方式，实操案例，以及下面几个目前很好玩的功能

1.动漫转真人
2.真人转动漫
3.控制人物姿势、表情
4.线稿AI上色
5.固定主角

大家只要跟着一步一步操作，一定能学会

另外，需要用到的整合包和模型也都给大家打包好放在网盘（链接在文章末尾）

花了很多时间才整理出来，希望对你有帮助
<e type=""web"" href=""https%3A%2F%2Fry5hwpuf7b.feishu.cn%2Fdocx%2FNeqIdWC9PovqQ6xruAJcErqHnxc"" title=""https%3A%2F%2Fry5hwpuf7b.feishu.cn%2Fdocx%2FNeqIdWC9PovqQ6xr..."" />",吴东子,福建,2023-06-20T22:38:42.773+0800,8279,186,,22,0
