,title,owner,location,create_time,readers_count,likes_count,article_url,hour,recall
546,让ChatGPT更懂你？可以这么做,小潘,广东,2023-05-20T23:52:55.107+0800,4868,111,https://articles.zsxq.com/inline_form/id_gx58aqjgtrqq.html,23,0
547,"大家好我是树枝，很高兴今天能参与本次线下的ai破局之旅，收获满满干货多多，也认识到很多行业的专家，真的对每一个行业在ai时代下的生态有了一种更为深刻的触动。
a
下面移步飞书，<e type=""web"" href=""https%3A%2F%2Flvd4mf2afm9.feishu.cn%2Fdocx%2FCkSNdQtemoWMHhxWOqnclI7lnO5"" title=""https%3A%2F%2Flvd4mf2afm9.feishu.cn%2Fdocx%2FCkSNdQtemoWMHhx..."" />
是我对本次破局之旅的总结和一点思考，不足之处还请各位指正，写于高铁8f座位
 自我介绍   开发交流   内容分享   资源对接 ",树枝,安徽,2023-05-20T19:29:17.157+0800,4616,48,,19,0
548,"《火爆全网的AI孙燕姿！超详细干货教程，让你也能做出AI声音克隆！》

大家好，我是吴东子
最近AI孙燕姿火爆全网，为此我专门写了一篇超详细的教程，保证看完这篇文章你也能做出来！

文章里面不仅有一站式制作AI孙燕姿的方法，还有训练声音模型的教程
让你除了AI孙燕姿外，还能做一个AI自己，让你的声音可以唱任何你喜欢的歌曲
同时每一步都是手把手教学，大白话讲解，确保你能听懂，照着做准能做出来

另外，所有软件的安装包、整合包，甚至孙燕姿的声音模型
都已经打包好放在网盘分享给大家！

有什么疑问的地方，或者希望这篇文档改善的地方，欢迎在评论区留言！

为了更好的阅读体验，欢迎移步至飞书
<e type=""web"" href=""https%3A%2F%2Fry5hwpuf7b.feishu.cn%2Fdocx%2FUn9idqf5go3vSfxhw9tcF6z1nme"" title=""https%3A%2F%2Fry5hwpuf7b.feishu.cn%2Fdocx%2FUn9idqf5go3vSfxh..."" />",吴东子,福建,2023-05-20T16:26:20.122+0800,4754,101,,16,0
549,跨境电商的ChatGPT应用指南全集v3.0,希声,浙江,2023-05-20T00:06:06.293+0800,4621,78,https://articles.zsxq.com/inline_form/id_snow40afo05n.html,0,0
550,我是怎么利用ChatGPT，10分钟生成朋友圈分销星球文案，半个月成交52单，变现近3000元,学长刚蝈,江苏,2023-05-19T22:41:26.164+0800,4896,155,https://articles.zsxq.com/inline_form/id_jntujtxt1qfg.html,22,0
551,《PART2：Midjourney 进阶操作 —— 02. Midjourney指令（/prefer suffix）》,潮玩东ZBrush,广东,2023-05-18T21:23:35.659+0800,4557,44,https://articles.zsxq.com/inline_form/id_009frpd1n0w7.html,21,0
552,10款生成PPT的AI工具实测,你猜,上海,2023-05-18T19:43:24.255+0800,5024,114,https://articles.zsxq.com/inline_form/id_p5a1tlxdvrhi.html,19,0
553,"【ChatGPT实践篇】和NewBing斗智斗勇，我终于画出了chatgpt plugin最全表格

这段时间一直在赶工作进度，好几天没发文了🙃
抽空肝了一篇，和大家分享下我制作chatgpt plugin列表的过程~
chatgpt plugin 70多种插件，自己码起来太费劲了。
这种费时费力的事情，还是交给ChatGPT吧😂

详情移步飞书文档，且看我如何跟New bing来回拉扯...

<e type=""web"" href=""https%3A%2F%2Fe0749igednw.feishu.cn%2Fdocx%2FWgMOd2wOUoinzgxhFhmcwBwBnmf"" title=""https%3A%2F%2Fe0749igednw.feishu.cn%2Fdocx%2FWgMOd2wOUoinzgx..."" />

‌⁣⁣​​⁤​⁢‬⁡⁤​‬‬‬⁢⁢﻿⁣​⁤⁤﻿​‍⁡​‌⁢﻿​⁣‬⁤⁣⁤⁣⁣⁡‬⁢​⁢⁣﻿⁢‍‌",river,湖北,2023-05-18T12:04:06.069+0800,9416,116,,12,0
554,"<e type=""hashtag"" hid=""15555541155522"" title=""%23AI%E9%A3%8E%E5%90%91%E6%A0%87%23"" /> 用ChatGPT每个月省下1-2w

之前使用chatgpt/文心一言/zelin和科大讯飞星火的时候一直有个痛点：

😭有很多日常工作/任务是重复的，但是每次对话时为了得到更好的答案，都要重新给他设定角色，懒得打字，

🥳今天分享一个好办法：
就是一个聊天室=一个角色，按照岗位分类，后续就像培养你的下属一样，给他喂资料，分配任务，形成你的专属助手

👉具体操作如下：
1、打开新的聊天室，第一句话就是设定角色：

2、后续此类问题都打开对应聊天室提问

📒prompt模板：请扮演xx角色，帮我做xx任务，用xx形式回复，此规则适用于我们的所有对话，规则不需要我再重复

举例：
1⃣️如果你需要一个翻译员，
指令如下：请扮演一个专业文字编辑及翻译，帮我归纳及重点整理我给你的英文内容，请使用简体中文回答，此规则适用于我们的所有对话，规则不需要我再重复

2⃣️如果你需要小红书运营，指令如下：
请扮演一位专业的小红书运营经理，our aim is to grow on 小红书 and attract our aim targets to buy our product，帮我generate viral content ideas，吸引人的封面，viral选题，post 文案，请用中文回复,此规则适用于我们所有的对话，规则不需要我再重复！

就是每一个工作岗位设置一个角色，进行投喂和调教，这个功能可以用zelinai生成应用或者百度的文心一言对话都可以实现！",阿国@AI破局俱乐部,浙江,2023-05-18T08:09:48.919+0800,5310,102,,8,1
555,借助AI实现高效写作,悦读者,北京,2023-05-17T22:08:48.619+0800,5308,106,https://articles.zsxq.com/inline_form/id_ixlein0w2nwg.html,22,0
556,"这篇有点肝🐶
提示工程是AI和自然语言处理的一个新技能，它可以帮助你更好地理解和使用大型语言模型（LLM）。
翻译了这篇全面的在线指南，学习提示工程的基础知识、技巧、框架和工具，以及如何为各种任务设计和优化提示。
里面我还放一个谷歌云讲解大模型以及提示工程的视频，非常值得一看，这种学习性的内容只看的话可能不太容易理解，里面所有prompt我都自己执行了一遍才懂一些词是什么意思。
建议想学习的伙伴也都跟着走一遍，对于学习如何写提示词非常有帮助。
全文看飞书文档：<e type=""web"" href=""https%3A%2F%2Fesouqpttmy.feishu.cn%2Fdocx%2FHFPPdJ8TborlQjxtkBFcXIVTnae"" title=""https%3A%2F%2Fesouqpttmy.feishu.cn%2Fdocx%2FHFPPdJ8TborlQjxt..."" />
<e type=""hashtag"" hid=""28885111111811"" title=""%23%E5%86%85%E5%AE%B9%E5%88%86%E4%BA%AB%23"" />",元峰,甘肃,2023-05-17T15:16:50.927+0800,4840,71,,15,1
557,"接上回，关于我用ChatGPT写图文发百家号和头条号赚了一些钱那件事。

上次分享，因为说得太简单了，好多小伙伴以为我在骗人。

真实的情况是这个太简单了。咱们俱乐部有好多朋友都是很高端的人才，没有玩过小平台。而我，玩的就是一些简单的图文平台，比如头条号，百家号。

我用AI写的时候也很简单粗暴，直接是找一个站内爆款开头，让其进行续写。

比如图1，我的指令就是让AI给我续写，它出来的就是一个完整的故事了。接着，我就会用易撰测原创度，一般都在70%以上。接着，我直接就会发头条号和百家号。

有时候我甚至不用ChatGPT，就用手机上一个轻工具，也能写。

还是一样的开头和指令，又一篇新文章出来了。

这种内容，头条和百家流量巨大，因为这两个平台都是年纪大的人，特别今日头条，都是60➕的大爷大妈，很爱看这个。

除了故事类的，写废话其实也有流量，比如图4，也有一百多个赞。

这种的指令更简单了，就一句——什么样的人在社会上吃得开。

那这样的话，难点就在于找选题了。大家需要知道平台喜欢哪类内容，然后咔咔写，发满。

我目前测试的结果是6爆2。今日头条新号可以发10篇，百家号15篇，然后头条单价是一万阅读10块，爆一个十万加一百来块。

我这边的小伙伴，她用这个方法，同一个开头，续写的爆了俩10万➕。钱没有多少，但是这个成本更是没有。

所以这种搞图文，真的超简单，我也不知道我咋样讲可以显得复杂。呜呜",青鸟,重庆,2023-05-16T21:17:57.866+0800,4865,117,,21,0
558,"这是一份我精心制作的GPT-4插件商店表格，它将插件根据相关领域、插件名称、主要功能进行了分类，让你在寻找插件时更加方便快捷。
想象一下，你正在浏览插件商店，却被琳琅满目的插件所困扰，不知道哪个插件最适合你的需求。这个时候，你只需要打开我制作的这个GPT-4插件商店表格，所有的问题都将迎刃而解。
这个表格包含了各种领域的插件，无论你是想要提升工作效率，还是寻找娱乐工具，都能在这个表格中找到你需要的插件。每个插件的主要功能都有详细的描述，让你在选择插件时更加明确。
这个表格是完全免费的，你只需要几秒钟就可以下载并开始使用。如果你是一个GPT-4的用户，那么这个表格将会是你的必备工具。

<e type=""hashtag"" hid=""28885111111811"" title=""%23%E5%86%85%E5%AE%B9%E5%88%86%E4%BA%AB%23"" />",云青,福建,2023-05-16T13:46:33.904+0800,4915,70,,13,0
559,公众号+豆瓣=收入,杨其顶,北京,2023-05-16T13:20:22.196+0800,4903,77,https://articles.zsxq.com/inline_form/id_zw5qebqvku0a.html,13,0
560,"最近一直在研究AI写作，跟球友们学习，自己亲自尝试指令，把最近的成果分享一下，希望对大家有一点点的帮助。
原文链接：<e type=""web"" href=""https%3A%2F%2Fmp.weixin.qq.com%2Fs%3F__biz%3DMzA3MTc1NzUyMA%3D%3D%26mid%3D2649795446%26idx%3D1%26sn%3Dd0ecb92a4698e7bcc500f63b6887bdef%26chksm%3D872cb0c9b05b39df474eeca48d4670f8cf9a2a0a54aa7ff4f2692e0b39ce7eb31ab7423bf231%26token%3D820832049%26lang%3Dzh_CN"" title=""ChatGPT%E5%86%99%E4%BD%9C%E5%A4%A7%E6%8F%AD%E7%A7%98%EF%BC%9A%E5%A6%82%E4%BD%95%E8%AE%A9AI%E8%BE%85%E5%8A%A9%E4%BD%A0%E5%86%99%E5%87%BA%E5%A5%BD%E6%96%87%E7%AB%A0%EF%BC%9F"" /><e type=""hashtag"" hid=""51111524844144"" title=""%23rd%23"" />内容分享#",飞狗,北京,2023-05-16T11:17:41.704+0800,4909,112,,11,0
561,"大家好，我是广君，作为体制内的一员，之前关于AI和编程我什么都不懂，今年4月份在阿虚的公众号看到洋哥的星球后，我就果断加入了，因为我知道不主动学习AI，终将被AI时代淘汰。（这里吐槽一句，我没领到优惠劵，全款入的星球[捂脸]）
来到咱们星球后，我发现这里能学到好多东西，大佬们说话又好听，我超喜欢这里的。短短一个多月，我从什么都没有到拥有自己相关AI账号，从什么都不懂到开始使用ChatGPT、New Bing、ZelinAI，从什么都不会到逐步入门Midjourney、Stable Diffusion、AI动画、AI语音等等。
我留意到星球里还没有关于AI语音的教程，于是下班后连夜赶工，讲我之前在网上搜罗的各种学习资料整理成了一份AI语音（sovits）保姆级喂饭教程，哪怕你跟我一样对编程什么都不懂，照着教程一步步来也能学会AI语音，算是我对星球一直以来给我提供帮助的一点感恩和回馈。
<e type=""web"" href=""https%3A%2F%2Fcqmbwmjh5if.feishu.cn%2Fdocx%2FUzf6dLvIuoYtCcxwJrycUJlRn9e"" title=""https%3A%2F%2Fcqmbwmjh5if.feishu.cn%2Fdocx%2FUzf6dLvIuoYtCcx..."" />
这里必须强调一下，注意遵守相关法律，不能使用AI语音开展不法行为！
最后感谢咱们星球，感谢星球里的各位大佬和分享者，我也希望通过这篇教程让更多的大佬注意到我，在AI时代能够带带我～ღ( ´･ᴗ･` )比心",广君,湖南,2023-05-16T09:34:21.687+0800,4820,96,,9,0
562,自媒体入门--打造自己的自媒体矩阵,life,湖北,2023-05-16T01:08:40.021+0800,4895,92,https://articles.zsxq.com/inline_form/id_r7tsougjvsqa.html,1,0
563,"<e type=""hashtag"" hid=""28885111111811"" title=""%23%E5%86%85%E5%AE%B9%E5%88%86%E4%BA%AB%23"" /> <e type=""hashtag"" hid=""15555552485212"" title=""%23AI%E5%B7%A5%E5%85%B7%23"" /> <e type=""hashtag"" hid=""28888848248451"" title=""%23AI%E6%A1%88%E4%BE%8B%23"" /> 
【ZelinAI实践应用】之二

距离上次发帖，过了快10天了，开始是觉得有趣，就给朋友做了几个小应用。

之前就是用word编辑完了，直接发上来，样子有点丑，现在也终于知道怎么能编辑的实用又好看，我觉得我又进步一点点。

这次主要是分享一个小白是怎么将ZelinAI应用于实际的。

话不多说，上飞书：<e type=""web"" href=""https%3A%2F%2Fh1bd7pop9ks.feishu.cn%2Fdocx%2FS435dAmc6ogT7cx1WLdcdyuknXk"" title=""https%3A%2F%2Fh1bd7pop9ks.feishu.cn%2Fdocx%2FS435dAmc6ogT7cx..."" />",师哥去一横,吉林,2023-05-15T13:31:21.699+0800,5664,75,,13,0
564,"今天分享一下<e type=""hashtag"" hid=""15555541155522"" title=""%23AI%E9%A3%8E%E5%90%91%E6%A0%87%23"" />  <e type=""hashtag"" hid=""15555552485212"" title=""%23AI%E5%B7%A5%E5%85%B7%23"" /> 尝试用ChatGPT和plugins来完成开发一个产品的所有过程。
(只是demo，实际并不是这么用的)

在这里我使用了3个插件：
1. WebPilot：用于上网搜索信息
2. Diagram It：用于画流程图等
3. Kraftful：用于给出设计和开发产品的建议

我做了两个尝试：

1️⃣提示工程的方式
写一个相对详细的prompt，指导GPT应该做什么，以及做事情的先后。（图片见评论)

2️⃣GPT鼓励师(或pua)的方式
只写目标，没有过多的要求，在过程中鼓励或pua它。(图1-9，以及评论区)

----------

使用1️⃣提示工程的方式，在一开始觉得输出的质量不是很满意，于是没有深入尝试，只和它沟通了几回合。

相反，只作为2️⃣GPT鼓励师，不给它设限，它的输出效果反而更好了，于是我在这种情况下进行了更多的尝试。

----------
当然，使用1️⃣提示工程的方式，它的回答的内容会更接近我prompt中要求的，但是我的prompt写得不是很详细或专业，限制住了它的手脚，就相当于我的prompt给它降智了。

这也是我认为，当你在某方面不如GPT-4的时候(不是指实际不如，而是指你的prompt包含的信息中体现不出来你的专业)，你不要写太长的prompt来把它拉到和你一样的水平。

正如乔布斯说的：「不要雇用聪明人，然后告诉他们去做什么；而是要让他们告诉我们，应该做什么」。

我在自己编写代码的过程中，对于那些有最佳实践的技术方案，GPT-4做得比我好多了，我会把GPT-4当成一个聪明的人（当然在没有现成方案的时候，或需要更多定制的时候，GPT-4的表现就会变差了。）

----------
使用2️⃣GPT鼓励师的方式，可以看到输出的质量明显变得更加专业了，但是因为少了prompt的约束，它在一开始都只是在纸上谈兵，并没有真正把事情做完（不过纸上谈兵的部分还是指的学习的）。

后面，在我的pua下，它才去真正把事情做了，但由于我没有足够的指令，它做的事情也挺敷衍的。甚至说它不会写代码：「由于我无法直接编写代码，我将提供一些伪代码来描述产品的主要功能」。

虽然在这个方式下，得到的效果也不是很满意，但是我在这里做作为一个只有零星半点知识的小白，这种prompt不需要有什么专业知识，从这个点看GPT-4拥有巨大的潜力，一个小白借助GPT-4是能做很多事情的。

----------

在实际使用中，应当结合两种方式，先不要限制它的能力，让它随意发挥，接着再把它引导到你想要的结果上。",小小鸟,浙江,2023-05-15T08:36:58.556+0800,5929,63,,8,1
565,"<e type=""hashtag"" hid=""28885111111811"" title=""%23%E5%86%85%E5%AE%B9%E5%88%86%E4%BA%AB%23"" /> <e type=""hashtag"" hid=""28885111111551"" title=""%23%E5%BC%80%E5%8F%91%E4%BA%A4%E6%B5%81%23"" /> chatgpt一条价值上W的prompt!目前版本的终点

无论你报了什么课，再贵的AI课你的老师都不会告诉你的甚至他们自己也压根不知道的prompt。它是目前版本的终点。价值上万都不为过。你只需要倒入这一条 prompt之后的对话里你的gpt4(注意只适配4)会自动分配场景和职业。而当你不知道需要搭配哪个职业时他会给你推荐。你同意之后他在回复你的时候会调用当前角色并且在对话后放上小图标表面都调用了哪些角色。注意，重要的是它可以调用多种角色并且实现合作。而你仔细研究命令行也会发现更多的用法。关于之前卖课的几百个提示角色设置就完全没有必要。AI的本质是变得更加便捷，就好像你一个小白在使用了我们的超级提示词之后也会变成一个专家。效果简单列了一下，大家自行脑补吧。
最后，老大，精华给上吧。压箱底的货",段老湿,天津,2023-05-15T00:34:04.602+0800,5668,107,,0,1
566,"拥抱AI，拼想象力，旧瓶新装再卖一次！

大家好，我是芳小姐，是一个名不见经传的小人物。初创公司遇上疫情，公司停摆不前，在这个节骨眼遇上了AI，感觉又迎来了一丝生机。

在新智能时代，用AI软件作画，人人皆可成为设计大师。在AI变现路上，有人卖号，有人卖课，有人卖画，有人卖AI模型来解决不同行业不同职业不同角色的问题。

我能不能利用现有的资源结合AI绘画这波红利做点差异化的产品？软件AI绘画图纸➕硬件实物产品组合拳打法？

而我可以做AI绘画个性化定制音响。
卖的不是音响，卖的是你的独一无二。

于是我有以下几点思考：

1、以音响为载体，结合AI绘画软件提供的虚拟图纸服务，为用户提供个性化的定制音响产品。可以考虑通过线上平台开展业务，让用户在线选择喜欢的图案和颜色进行设计，然后生产制造出来。

2、打造一款具有差异化的音响产品，并将GPT生成的文案印在音响上，使产品更富有文化内涵和意义。这个点子感谢@刘驴老师关于杯子上文案的思考。大多数的时候，消费不光是产品本身，而且背后的思考赋予产品上，产品就值多少钱。比如，可以通过线下展会，见面会等场合，向潜在客户赠送这款音响作为营销推广礼品。

3、将音响产品与其他产品或服务相结合，打造出更加完整的解决方案。例如，可以结合智能家居技术，将音响作为控制中心，实现智能家居的各种功能，如智能照明、智能家电等。

4、将音响与zelinAI里的AI应用程序相结合。通过语音助手实现更加便捷的操作和控制，提供更加个性化和智能化的服务。实现这一目标需要在产品设计阶段考虑语音交互和人工智能技术的融入，同时研发相应的移动应用程序或者网站，提供语音交互接口和音乐管理等功能。随着产品不断的迭代和升级，这款智能音箱可以逐渐发展成为一个智能家居控制中心，并且可以支持更加复杂的语音交互和人工智能应用场景。

5、开发配套的移动应用程序，让用户可以通过蓝牙连接手机或其他设备，实现更便捷的操作和使用体验。同时，通过应用程序提供更多的功能，增强用户粘性和忠诚度。

6、在产品推广和销售方面，可以考虑与知名音乐人、艺术家等合作，共同打造限量版和联名版音响产品，提高产品的品牌价值和文化内涵。

目前以我的能力只能做到第一、二点，附上图纸和音响成品图。请有兴趣的圈友们指点一二，一起迸发赚钱思维！

文的最后，感谢@I DO老徐推荐这个宝藏星球，让我这个不懂编程不懂代码的小白有机会紧跟AI大佬们的步伐慢慢前进！",芳小姐,广东,2023-05-14T19:04:28.844+0800,4677,60,,19,0
567,"Auto-GPT 是一种实验性的开源尝试，旨在使 GPT-4 完全自主。Auto-GPT 将 LLM 的想法链接在一起，以自主实现我们设定的任何目标。
使用 Auto-GPT，我们不仅可以执行生成文本等操作，还可以搜索互联网并收集信息、与文件交互等。
最重要的是，Auto-GPT 使用 GPT-4 来自动执行如果我们使用 ChatGPT 需要来回提示的任务。这意味着 Auto-GPT 可以在几乎没有人工干预的情况下执行任务，并且能够自我提示。
今天尝试用 Auto-GPT 来为 ZelinAI 写了一个网页。（文内包含完整视频过程）详细步骤移步飞书文档：<e type=""web"" href=""https%3A%2F%2Fesouqpttmy.feishu.cn%2Fdocx%2FRolLdH0DDo6CpBxSlnTcAGoDnYn"" title=""https%3A%2F%2Fesouqpttmy.feishu.cn%2Fdocx%2FRolLdH0DDo6CpBxS..."" />
<e type=""hashtag"" hid=""15555552485212"" title=""%23AI%E5%B7%A5%E5%85%B7%23"" /> <e type=""hashtag"" hid=""28885111111811"" title=""%23%E5%86%85%E5%AE%B9%E5%88%86%E4%BA%AB%23"" />",元峰,甘肃,2023-05-14T18:21:07.906+0800,4757,58,,18,0
568,"【通过Midjourney绘画，副业月入3000】

通过国内各大设计素材网站上传AI绘画素材，普通人日均收入100元。4月份完整做下来个人收益3186元，大多数都是占用工作空闲时间和晚上1-2小时，接下来4月工资即将结算，分享一下这个变现方式，希望能对大家在AI学习和变现上提供帮助和想法。

感兴趣的小伙伴欢迎移步飞书：
<e type=""web"" href=""https%3A%2F%2Fbqi1f7fsfpl.feishu.cn%2Fdocx%2FDLdndVjzhoLP44xUDBgcgx8mnFc%3Ffrom%3Dfrom_copylink"" title=""https%3A%2F%2Fbqi1f7fsfpl.feishu.cn%2Fdocx%2FDLdndVjzhoLP44x..."" />",Velpro。,浙江,2023-05-14T10:00:58.807+0800,6400,127,,10,0
569,"【使用Midjourney绘画20天，今天挣到了500块】

前言：首先说明这个标题很抓人眼球，因为变现了。这一月自己强烈感受到AI引发的技术更新迭代，大家蜂拥而起，看到变现的帖子，忍不住要点开看看，但凡事都有前提，我们往往只看到了结果，确没有看到别人的积累。1个月前作为互联网小白的我，墙裂感受到AI工具带来生产力的极大提升，内心有一个声音催促这我，赶紧学习跟上。下面分享这一个月一来学习和应用的过程，希望对AI时代和我一样刚刚探索的朋友有启发，一群人走的更远。

感兴趣的朋友移步飞书，希望对你有启发👇
<e type=""web"" href=""https%3A%2F%2Fvkg4ozcps1.feishu.cn%2Fdocx%2FIDCNdfTRMouFS7xxxlpcuO4QnZh"" title=""https%3A%2F%2Fvkg4ozcps1.feishu.cn%2Fdocx%2FIDCNdfTRMouFS7xx..."" />",赵玉润,美国,2023-05-13T23:15:30.366+0800,5271,107,,23,0
570,"ChatGPT 赚钱回忆录 08
（接上篇，继续聊 <e type=""web"" href=""https%3A%2F%2Ft.zsxq.com%2F0eFMc8lAx"" title=""https%3A%2F%2Ft.zsxq.com%2F0eFMc8lAx"" /> ）

上篇说到：可以基于 文档整合，稀缺性，信息差，人人赚点小钱。

但，有个小问题，你这篇文档的「冷启动」就是个问题（即：推不出去）。
老徐看很多奇葩，在别人的私域，群发广告，除了拉黑，没啥效果。

玩流量，得去公域。可玩的渠道太多。

今天聊聊：个人站

我的玩法：个人站 + GPT 搜索流量

核心逻辑：精准搜索流量，值钱。转化率，高。

流量 + 转化率 = 钱。

* 我的做法：基于高频搜索词，布局了几十篇入门文章，在我的博客。
每篇文章没啥内容，就是跳转到 07 那篇，飞书文档的 副本。

对，关键词「副本」，我自己搞的阉割版的内容，引流私域，cps gpt 社群。

还是那句话：流量 + 转化率 = 钱。

end

（我是 IDO老徐，希望这篇过往玩法「回顾」对你有启发，点赞大于 60 更新下篇）

- 连续日更 7 天小目标达成，这已经是第 8 篇，大概率你也看烦了。
日更结束，这篇点赞数 60 以上，解锁下篇。",IDO老徐,广东,2023-05-13T19:10:49.723+0800,4630,100,,19,0
571,《PART1：Midjourney 快速入门 —— 03. Midjourney基础知识（图片画面调整）》,潮玩东ZBrush,广东,2023-05-13T17:04:15.642+0800,4477,43,https://articles.zsxq.com/inline_form/id_qevnj6x01i5p.html,17,0
572,"AI ""取代""人类职业的路径顺序是怎样的？

大家好，我是白哥。微信公众号同名。 AI 发展如此迅速，目前来看可以取代一些简单重复性的工作，但取代人类的工作还不至于。

居安思危的思想还是要有的，职场表现的最明显，会 用 ai 工具的人会取代不会用 ai 工具的人。

之前看到划分方式都是按人的能力划分的，受教育年限，智力复杂度，技能/创造力高低。

AI路径怎么会按人的能力决定？我认为是按AI的应用领域路线决定。

而AI应用领域路线决定性因素很简单，就是容错率，一句话总结，AI会从容错率由高到低的行业开始“取代”人类职业。


为什么自动驾驶一直遥遥无期？就是因为错误率达不到预期值。

会计也是类似道理，GPT的结果写的再好，也还需要会计作为责任人签字担责。如果GPT错误率在1%这个量级，那么仍然需要人检查验证，实际上和现在会计领域工具相比没有明显的改善，甚至在准确率上不如现有工具。

那么从错误率由高到低，就很容易看出AI“取代”职业的时间线了。

E1等级：容错率最高的行业最先受到GPT/生成式AI冲击（或者说最先应用），比如内容生成辅助（写作/平面设计），算命之类，这些行业对创造力和智力或者专业技能的要求都很高，但容错率高因为没有标准答案，但反过来说，这些行业也是最先让人惊艳和产生更多价值的地方（所以是会使用工具的人“取代”不会使用工具的人）。

等GPT的错误率继续降低到E4等级了，才轮得到软件行业被冲击，code越复杂，生成准确率概率就会指数型下降，即便是加入了自循环debug也无法从本质上解决这个问题，code复杂之后出了错还得人工debug（自动debug无法收敛）。

E6等级则是律师，医生，这样重大责任需要人作为责任主体背书的。

E8+则属于容错率最低，也是AI最难取代的职业：比如芯片设计制造，火箭设计制造。

我认为这两个行业占据最难被AI替代的职业的鄙视链最顶端，原因就是容错率极低，且debug难度极大，行业经验门槛很高，最重要的特征是，失败一次的成本是好几千万美元：5nm以下芯片流片制造一次的价格和发射火箭失败一次的价格都是这个数量级。

所以说AI的错误率才是我们最需要关心的替代人类指标，最近的GPT各种论文， debug，本质上都是在解决一个问题：错误率。这可能是决定行业被GPT革新程度的最关键因素。


每隔10年，AI全方位能力（感知/决策/生成）的错误率下降一个数量级，就像图像识别过去十年的进展一样。

而AI的错误率每下降一个数量级，应用领域/范围上升一个数量级。

为什么准确率对GPT上限很重要？这直接决定了这一轮AI浪潮能走多远，不然自动驾驶也不会一直遥遥无期。

两点原因

1. AI错误率每下降一个数量级，应用范围/领域上升一个数量级。

2. 严肃领域利益关联太大是需要有人背书的，诉讼责任主体是很严肃的问题，错误率降到足够低才有能力应对天价赔偿。

E2当错误率接近普通个体人类时（1~20%），AI能作为辅助比如ADAS/辅助算法，娱乐比如视觉效果，能做试错成本低，容错率高比如精准营销/广告/推荐系统，内容生成辅助（开拓想法）比如写作/平面设计。

这个阶段需要持续性的人工干预，每一步都需要人工来保证这一步是对的，才能继续往下走。

E3错误率再降低一个数量级（0.1~1%），在容错率较低并且存在一定法律/伦理问题的地方就有更多应用，比如AI培训，初级AI法律咨询，初级AI金融咨询，AI教师，L3自动驾驶。

这个时候仍然需要一些人工干预，但作为入门/基础作用来说够用了。

E4错误率再降低一个数量级，容错率低的领域也能开始初步应用，比如AI医生辅助，AI教师，软件分拆成小模块后的自动coding。

E6错误率再低两个数量级，也许就是严肃生产力能应用的阶段了，比如半导体设计辅助EDA生成，AI医生（美国医疗占GDP18%），AI律师（美国法律服务占GDP 6%），L4全自动驾驶（美国交通行业占GDP 6%）。

GPT-4目前的错误率在什么水平呢？还在20%这个水平挣扎（见图），也就是还在E2的阶段。",独孤求白,江苏,2023-05-12T20:49:56.385+0800,4614,94,,20,0
573,AI赚钱案例分享之论文辅写/降重服务,🍀刘驴💥,浙江,2023-05-12T19:18:21.002+0800,7077,166,https://articles.zsxq.com/inline_form/id_xjvnfe6auha6.html,19,0
574,"【实践篇】用ChatGPT和Stable Diffusion画漫画

故事的开端，源自我刚入星球时在问答求助上的一条留言: 怎样借助chatgpt和stable diffusion漫画图解GPT？
这也是我加入星球的目的之一。
结果，有人点赞，但没人回复😂
提问一会儿就淹没在信息的浪潮里了...

于是，我就一直带着这个问题，疯狂刷帖，在里面寻求答案。
最初那几天，真的是既焦虑又兴奋。焦虑的是：干货太多了，啃不完，但是一点都不想落下；兴奋的是：高手太多了，我有机会实现想法了...

详情请查看飞书文档：

<e type=""web"" href=""https%3A%2F%2Fe0749igednw.feishu.cn%2Fdocx%2FNz6Yd2sbKoE1QTxYozfcEdwPnOd"" title=""https%3A%2F%2Fe0749igednw.feishu.cn%2Fdocx%2FNz6Yd2sbKoE1QTx..."" />

文末有彩蛋～",river,湖北,2023-05-12T19:02:31.985+0800,4473,83,,19,0
575,"《爆肝！超详细的胎教级Midjourney使用教程，看这一篇就够！》

大家好，我是吴东子

感受到大家对上期Stable Diffusion教程喜欢的热情，我又连夜爆肝整理出了这份Midjourney的使用教程！

从手把手注册账号，到熟悉Midjourney操作界面，再到实战案例制作，加上超好用的翻译软件推荐，每一步都有详细的教程，并且用实际的例子讲解，让你看文章的同时能直接上手操作，学完立刻做出好看的图片！

光看不做是没有用哒！赶快用起来吧，希望能真正帮助到大家用上Midjourney！

为了更好的阅读体验，大家可以移步至飞书
<e type=""web"" href=""https%3A%2F%2Fry5hwpuf7b.feishu.cn%2Fdocx%2FZmWCdvlVHos9ZDxMeeRcf296nlf"" title=""https%3A%2F%2Fry5hwpuf7b.feishu.cn%2Fdocx%2FZmWCdvlVHos9ZDxM..."" />",吴东子,福建,2023-05-11T20:48:45.646+0800,4554,97,,20,0
